,Id,Review,Label,ans
18054,18054,Super awesome wish taken earlier job search makes lot algorithms find tech interviews super intuitive,5,other
18055,18055,Great review data structures,5,other
18056,18056,explanation representation good354 stars Data Structures performance basic ideas introduction gui project would make 5stars,4,other
18058,18058,best first part,5,other
18062,18062,Really good learn implement data structures algorithms project,5,other
18063,18063,Thank,4,other
18064,18064,much information StarterCode,4,other
18065,18065,Good one Nicely paced Necessary challenge included,4,other
18068,18068,Thank youPlease keep good work,5,other
18069,18069,awesome,5,other
18072,18072,basic stuff uses optimal solutions coding challenges might okay basics example spelling checksuggestion project algorithm probably exponential time complexity,3,other
18083,18083,Fantastic enjoying challenging,5,other
18085,18085,Thanks,5,other
18088,18088,Wow learned way beyond expectations,5,other
18092,18092,Super easy practical way leraning basic data structures important CS topics,5,other
18097,18097,one participating collaborating Theres way get help,2,other
18099,18099,Well Done enjoyed key concepts put across Also testing methods pretty good,5,other
18100,18100,concepts introduced application concepts problems good,5,other
18101,18101,Learning lot class OOP class,5,other
18103,18103,clear logic could get know data structure fast pace,5,other
18104,18104,Good also good let students codings found coding part actually simple short,4,other
18105,18105,really liked Learnt lot java Would 5 start included optional assignments appear competitive programming contests like ACMICPC,4,other
18108,18108,Really interesting projects,5,other
18112,18112,badbut simple,4,other
18114,18114,JustAwesome,5,other
18117,18117,Awesome learn free,5,other
18123,18123,Great,5,other
18128,18128,Loved Best MOOC specialization attendedThanks lot,5,other
18129,18129,Well structured explained always provides good programming assignments Love specialization,5,other
18137,18137,good introduction regular expressions also like design project,5,other
18142,18142,interesting really well taught,5,other
18146,18146,Great class hope take advanced classes guys possible series complexity theory dynamic programming etc,5,other
18149,18149,Nice could better supposed make Trees Tries instead relying javas built classes learned lot,4,other
18151,18151,learned useful thinks Data structures like lists trees,5,other
18154,18154,Perfectly designed,5,other
18155,18155,Loved,4,other
18156,18156,raising standard,5,other
18161,18161,Loved assignment challenging fun,5,other
18162,18162,cool,5,other
18167,18167,challenging totally rewarding worth effot,5,other
18171,18171,many years actually understood core concepts data structures Thanks three instructors amount effort putting make things easy students awesome,5,other
18186,18186,well structured Information complete good exercises,4,other
18188,18188,One better programming classes Definitely recommended,4,other
18193,18193,Great one,5,other
18194,18194,Additional Programming concepts solidifies programming skills Java,5,other
18195,18195,l learn cool data structure useful real world,5,other
18197,18197,Thank,5,other
18198,18198,Cool,5,other
18201,18201,Great stuff Dont give first assignment rest easier,5,other
18204,18204,depth required,4,other
18207,18207,Promising one,5,other
18208,18208,worth taking,4,other
18209,18209,Learned lot useful ideas specially implement data structure efficiently,5,other
18211,18211,Loved assignments fun solve,5,other
18212,18212,Fun interesting,5,other
18220,18220,Perfect,5,other
18225,18225,HW bit boring,3,other
18227,18227,Good lot research collecting data,4,other
18229,18229,learned many useful lessons apply work designing social programs partcipants,5,other
18231,18231,instruction vague boring,3,other
18233,18233,good learning basics Im true beginner perfect,5,other
18237,18237,informative beginners,4,other
18241,18241,useful learn HTMLCSSJavaScript thankful Duke,5,other
18247,18247,way beginner felt couldve gone bit depth coming known university Duke,4,other
18248,18248,pleasant journey web foundationsThank much,5,other
18250,18250,helpful,5,other
18253,18253,things little easy like quizzes part Occasionally would challenges exercises solutions laid much detail making harder Thats good teaching strategy encourages independent thinking solve discussion board mentors helpful promptly responsive tho find discussion forums end week 2 think links pages,5,other
18257,18257,well taught concepts well presented explained exercises sufficiently challenging,5,other
18258,18258,like teaching staffExcellent travail et merci infiniment,5,other
18261,18261,good way learn basics web pages programming,5,other
18268,18268,programming development environments BIC DLTP helpful BIC Chrome console helped get unstuck couple occasions presentations exercises effectively impart basic conceptsIt would really nice quizzes button confirm answers separate button submit,4,other
18273,18273,Good paced exercises,4,other
18274,18274,Interesting introduction programming,4,other
18275,18275,Well structured introduction programming starting HTML structured environment takes pain JavaScript allows students create real working applications approach makes feel empowered engaged drilling basics,5,other
